-0.12511,0.55831
0.38712,-0.7924
0.86863,-1.2833
-1.2068,0.38019
-0.69657,0.2823
0.70138,-1.0278
0.62171,-1.3478
0.85699,-0.67589
1.3548,-1.2097
1.0347,-1.2708
0.2057,-0.93304
-0.21618,0.81826
1.1203,-1.083
0.63773,-1.0596
-0.88968,1.13
0.60542,-1.6552
-0.98608,0.50979
-0.40325,-0.35587
0.98411,-1.3788
-0.4853,0.69879
0.21988,-0.72163
0.66989,0.06328
-1.3494,0.7785
-1.2976,0.26592
0.58602,-0.33799
-1.4821,0.13995
-0.69037,1.0842
-1.1627,1.3054
-0.74645,1.0284
-0.26848,0.73126
-1.0818,0.44874
-0.66497,1.0764
0.062523,-0.796
0.5704,-0.63351
0.61199,-0.80166
0.37049,-0.44975
-0.19038,0.76014
1.3938,-0.58985
-1.4077,0.78546
-0.9085,0.79091
-1.2741,0.68416
0.060428,-0.9077
1.5557,-1.1859
-1.2923,0.78523
-1.448,0.75804
1.4505,-0.5368
2.0812,-0.53796
-1.0222,0.84199
-1.0924,1.3265
-1.4421,0.83275
0.74013,-0.47042
0.80588,-0.46836
1.5765,-1.4494
1.0598,-1.4219
0.94439,-0.67475
-0.28687,0.94637
-0.84633,0.37109
-1.1833,0.72526
-0.55777,1.1624
0.99225,-1.0465
-0.024561,-1.0961
-1.0749,0.99876
0.82937,-1.5865
-1.5551,1.2155
0.69075,-0.98012
-1.0742,1.0856
-0.97803,1.6104
-0.53365,0.66182
0.84848,-0.43217
-0.78368,1.2509
1.4837,-0.48613
0.67568,-0.96877
-0.18857,0.50884
0.62753,-0.22338
-0.6786,0.94427
0.5823,-1.1539
-0.60674,1.4587
0.84192,-1.046
-0.88553,0.80562
-0.54105,0.78466
1.6492,-0.93854
0.49121,-0.88383
-2.0026,0.91401
-0.086775,-0.77746
-0.34995,0.52762
0.96618,-1.154
-1.2966,0.66623
-1.4375,1.0268
0.80295,-0.86774
1.2452,-0.54802
1.1279,-1.4998
-1.7396,0.88787
-0.5549,1.2851
-1.0865,1.7173
0.87949,-0.73249
0.89208,-0.12189
-0.62832,0.92725
-0.11106,-0.68878
-1.6008,1.0832
-0.71743,0.63343
1.1003,-0.86822
1.574,2.6201
-0.30277,0.56952
-0.1052,0.47403
-0.22327,1.2097
-1.4004,1.3176
0.3158,-0.80943
-0.28463,0.52655
-1.2309,1.4864
0.28238,-1.2512
0.50335,-0.72733
1.012,-0.40718
-0.50752,0.84833
0.78291,-1.1393
-1.0472,0.96388
-0.27926,1.2728
1.6874,-0.62383
1.4992,-0.45867
-0.24747,0.58366
-1.906,0.74322
1.4799,-0.20131
-0.50834,0.41201
-0.82368,0.49531
0.80224,-0.87171
0.25447,-1.2856
-1.0887,0.79002
-1.0871,1.6429
1.0464,-0.83561
0.9299,-0.72208
-1.8601,0.98064
-0.90731,1.1597
-0.56637,0.78806
0.15553,-0.98219
-0.20736,0.13776
0.49155,-1.2723
-0.21012,0.90234
0.65573,-0.9102
0.95206,-0.95587
0.43285,-1.1711
-1.3111,1.1771
0.84328,-1.1363
-0.18025,0.98756
-0.62078,0.77037
-0.29202,0.82907
-1.1993,0.97501
0.70407,-0.8452
0.79177,-0.31267
-1.4362,0.95722
-0.83863,1.1738
0.51244,-1.0926
-1.3716,0.84624
1.1372,-1.2288
-0.65341,0.55921
-1.1007,0.88757
-1.157,0.79271
-1.6453,1.0314
0.68137,-1.2953
-0.27808,1.0706
1.1207,-1.0822
-0.54168,0.82377
1.4181,-1.2679
-0.87554,0.95828
1.3674,-1.0417
-0.85618,0.77805
1.3634,-1.1722
0.51034,-1.1551
0.96751,-1.1534
-0.56752,1.4688
0.84176,-0.6606
-0.69392,0.75236
-0.90963,0.10936
1.1839,-1.4456
0.12147,-1.432
0.57155,-1.2484
0.73809,-0.86329
1.0579,-0.82117
0.23061,-0.71023
-0.39221,0.90012
-0.12937,0.60529
-1.8272,0.37877
1.5102,-1.484
0.65543,-1.1194
0.020673,-0.44503
0.65931,-0.79021
0.85313,-1.087
-0.34398,0.84629
-0.68614,0.040128
-1.0264,0.61189
0.13684,0.85978
1.2709,-0.48352
0.92491,-1.2071
0.16325,-1.2812
-1.2034,0.51795
-0.2821,0.69534
-1.3114,0.98668
1.1846,-0.91938
1.4342,-0.76847
-0.71556,0.78922
2.0298,-0.46339
-1.2167,0.11635
-1.3679,0.97267
